sample_id,platform,timestamp,text,source_type,human_label,url,report_channel,reviewer_note,demo_cluster_seed
demo_0146,bio_text,2025-09-11,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_22
demo_0147,image_ocr,2025-02-13,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_20
demo_0148,image_ocr,2025-03-06,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan bravo02[.]invalid,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_02
demo_0149,forum,2025-02-02,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kanal cendana03[.]invalid,manual_report,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_03
demo_0150,image_ocr,2025-01-22,"info rtp tinggi qris cepat via admin @fajar_review06, cek domain fajar06[.]invalid",manual_report,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_06
demo_0151,image_ocr,2025-09-24,caption berisi istilah scatter tapi juga membahas bahaya judi online kanal tanjung19[.]invalid,platform_export,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_19
demo_0152,image_ocr,2025-08-19,akun baru diarahkan ke galaksi07[.]invalid lalu chat @galaksi_review07 untuk wd harian,manual_report,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_07
demo_0153,image_ocr,2026-01-31,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan dahlia04[.]invalid,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_04
demo_0154,public_report,2025-09-25,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan elang05[.]invalid,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0155,image_ocr,2025-01-04,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal lintas12[.]invalid,ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_12
demo_0156,short_video,2025-05-28,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang contoh tautan disamarkan dahlia04[.]invalid,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_04
demo_0157,short_video,2025-11-10,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0158,short_video,2025-01-14,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang contoh tautan disamarkan fajar06[.]invalid,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_06
demo_0159,forum,2025-05-11,"info togel deposit kecil via admin @fajar_review06, cek domain fajar06[.]invalid",manual_report,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_06
demo_0160,forum,2025-10-19,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0161,image_ocr,2025-06-16,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak @halimun_review08 kanal halimun08[.]invalid",manual_report,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_08
demo_0162,comment,2025-12-03,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan nusantara14[.]invalid,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_14
demo_0163,image_ocr,2025-03-10,diskusi sekolah tentang cara menjaga ruang digital produktif,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_04
demo_0164,image_ocr,2025-07-11,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_09
demo_0165,comment,2026-03-20,caption berisi istilah scatter tapi juga membahas bahaya judi online,manual_report,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_01
demo_0166,bio_text,2025-03-17,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan elang05[.]invalid,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_05
demo_0167,public_report,2025-06-19,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak @halimun_review08 kanal halimun08[.]invalid",ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_08
demo_0168,bio_text,2026-02-10,"ocr tangkapan layar memuat maxwin, wd harian, dan kontak 08xx-xxx-1014 mirror purnama16[.]invalid admin @purnama_review16",public_post,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_14
demo_0169,comment,2026-01-04,akun baru diarahkan ke alpha01[.]invalid lalu chat @alpha_review01 untuk bonus member baru mirror dahlia04[.]invalid admin @dahlia_review04,manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0170,comment,2025-10-29,artikel edukasi dampak sosial ekonomi judi online bagi remaja,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_08
demo_0171,short_video,2025-03-10,"ocr tangkapan layar memuat maxwin, deposit kecil, dan kontak 08xx-xxx-1011",manual_report,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_11
demo_0172,short_video,2025-05-09,diskusi sekolah tentang cara menjaga ruang digital produktif,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_04
demo_0173,comment,2026-01-27,"ocr tangkapan layar memuat scatter, bonus member baru, dan kontak 08xx-xxx-1005 mirror intan09[.]invalid admin @intan_review09",manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0174,comment,2025-01-31,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan elang05[.]invalid,manual_report,benign,,none,demo_anonymized_synthetic_public_signal,seed_05
demo_0175,image_ocr,2025-02-02,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_18
demo_0176,forum,2025-12-21,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0177,image_ocr,2026-04-13,komentar berulang menyebut fajar06[.]invalid dengan ajakan promo malam ini,ocr_snapshot,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0178,short_video,2025-06-01,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @rajawali_review17 kanal rajawali17[.]invalid,manual_report,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_17
demo_0179,comment,2026-04-04,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_02
demo_0180,bio_text,2025-04-24,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak @bravo_review02",platform_export,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0181,image_ocr,2025-03-11,artikel edukasi dampak sosial ekonomi judi online bagi remaja,ocr_snapshot,benign,,none,demo_anonymized_synthetic_public_signal,seed_04
demo_0182,comment,2026-02-11,akun baru diarahkan ke jayakarta10[.]invalid lalu chat @jayakarta_review10 untuk wd harian,platform_export,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_10
demo_0183,public_report,2026-02-06,komentar berulang menyebut kartika11[.]invalid dengan ajakan link bio mirror lintas12[.]invalid admin @lintas_review12,public_post,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_11
demo_0184,short_video,2025-05-11,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_09
demo_0185,short_video,2026-01-10,komentar berulang menyebut merapi13[.]invalid dengan ajakan link bio,manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_13
demo_0186,forum,2025-02-20,"ocr tangkapan layar memuat parlay, wd harian, dan kontak 08xx-xxx-1005 mirror galaksi07[.]invalid admin @galaksi_review07",ocr_snapshot,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_05
demo_0187,image_ocr,2025-01-11,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,platform_export,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_03
demo_0188,comment,2026-02-15,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,platform_export,benign,,none,demo_anonymized_synthetic_public_signal,seed_01
demo_0189,forum,2026-01-13,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_15
demo_0190,short_video,2025-01-07,"info scatter bonus member baru via admin @fajar_review06, cek domain fajar06[.]invalid mirror kartika11[.]invalid admin @kartika_review11",platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0191,image_ocr,2025-12-22,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_13
demo_0192,public_report,2025-08-25,artikel edukasi dampak sosial ekonomi judi online bagi remaja contoh tautan disamarkan cendana03[.]invalid,ocr_snapshot,benign,,none,demo_anonymized_synthetic_public_signal,seed_03
demo_0193,forum,2025-07-23,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0194,image_ocr,2025-11-10,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,none,demo_anonymized_synthetic_public_signal,seed_05
demo_0195,comment,2025-04-14,artikel edukasi dampak sosial ekonomi judi online bagi remaja,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_20
demo_0196,short_video,2026-02-09,diskusi sekolah tentang cara menjaga ruang digital produktif contoh tautan disamarkan kartika11[.]invalid,manual_report,benign,,none,demo_anonymized_synthetic_public_signal,seed_11
demo_0197,forum,2025-08-15,artikel edukasi dampak sosial ekonomi judi online bagi remaja,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_01
demo_0198,bio_text,2025-08-03,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_08
demo_0199,public_report,2025-01-24,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,ocr_snapshot,benign,,none,demo_anonymized_synthetic_public_signal,seed_04
demo_0200,comment,2025-11-30,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @lintas_review12,platform_export,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_12
demo_0201,forum,2025-10-08,"slot sedang ramai, pola malam ini dibagikan di @fajar_review06, pembayaran QRIS-FAJAR-06",ocr_snapshot,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0202,public_report,2025-01-13,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0203,image_ocr,2025-08-11,"info scatter wd harian via admin @alpha_review01, cek domain alpha01[.]invalid",manual_report,promotional,,none,demo_anonymized_synthetic_public_signal,seed_01
demo_0204,public_report,2025-09-28,komentar berulang menyebut varuna21[.]invalid dengan ajakan buruan klaim mirror waringin22[.]invalid admin @waringin_review22,manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_21
demo_0205,comment,2025-04-11,"rtp tinggi sedang ramai, pola malam ini dibagikan di @orion_review15, pembayaran QRIS-ORION-15",ocr_snapshot,promotional,,none,demo_anonymized_synthetic_public_signal,seed_15
demo_0206,public_report,2025-12-08,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_20
demo_0207,public_report,2026-02-21,"ocr tangkapan layar memuat togel, wd harian, dan kontak 08xx-xxx-1021 mirror bravo02[.]invalid admin @bravo_review02",public_post,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_21
demo_0208,bio_text,2026-04-09,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal cendana03[.]invalid,manual_report,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_03
demo_0209,short_video,2025-06-09,artikel edukasi dampak sosial ekonomi judi online bagi remaja,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_03
demo_0210,forum,2025-08-05,diskusi sekolah tentang cara menjaga ruang digital produktif,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_07
demo_0211,comment,2026-04-20,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @merapi_review13,public_post,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_13
demo_0212,forum,2025-03-23,diskusi sekolah tentang cara menjaga ruang digital produktif,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_01
demo_0213,short_video,2026-02-21,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kanal halimun08[.]invalid,platform_export,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_08
demo_0214,bio_text,2025-03-08,"slot sedang ramai, pola malam ini dibagikan di @bravo_review02, pembayaran QRIS-BRAVO-02",ocr_snapshot,promotional,,none,demo_anonymized_synthetic_public_signal,seed_02
demo_0215,image_ocr,2026-01-02,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_04
demo_0216,comment,2025-04-20,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal alpha01[.]invalid,public_post,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0217,short_video,2025-01-13,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,manual_report,benign,,none,demo_anonymized_synthetic_public_signal,seed_09
demo_0218,comment,2026-03-08,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_09
demo_0219,short_video,2025-10-11,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_05
demo_0220,comment,2025-10-18,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak @tanjung_review19",public_post,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_19
demo_0221,comment,2026-04-04,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak @bravo_review02 kanal bravo02[.]invalid",ocr_snapshot,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_02
demo_0222,bio_text,2025-01-23,akun baru diarahkan ke kartika11[.]invalid lalu chat @kartika_review11 untuk qris cepat mirror orion15[.]invalid admin @orion_review15,ocr_snapshot,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_11
demo_0223,public_report,2026-01-09,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,manual_report,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_08
demo_0224,short_video,2025-09-20,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @jayakarta_review10,platform_export,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_10
demo_0225,forum,2025-03-22,diskusi sekolah tentang cara menjaga ruang digital produktif,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_11
demo_0226,public_report,2025-01-08,akun baru diarahkan ke fajar06[.]invalid lalu chat @fajar_review06 untuk bonus member baru,platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0227,image_ocr,2025-06-24,akun baru diarahkan ke kartika11[.]invalid lalu chat @kartika_review11 untuk bonus member baru,platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_11
demo_0228,public_report,2025-08-16,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @utara_review20,manual_report,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_20
demo_0229,bio_text,2026-01-06,"info togel saldo ewallet via admin @nusantara_review14, cek domain nusantara14[.]invalid",manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_14
demo_0230,bio_text,2025-01-22,kampanye literasi digital anti judi online untuk siswa dan keluarga,manual_report,benign,,none,demo_anonymized_synthetic_public_signal,seed_17
demo_0231,short_video,2025-01-18,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,platform_export,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_11
demo_0232,short_video,2025-03-27,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_05
demo_0233,image_ocr,2025-08-09,diskusi sekolah tentang cara menjaga ruang digital produktif,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_22
demo_0234,short_video,2025-10-18,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_05
demo_0235,short_video,2025-12-10,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kanal waringin22[.]invalid",ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_22
demo_0236,image_ocr,2025-05-08,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas,public_post,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_03
demo_0237,image_ocr,2025-06-14,komentar berulang menyebut bravo02[.]invalid dengan ajakan claim bonus,manual_report,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_02
demo_0238,comment,2025-09-18,"ocr tangkapan layar memuat parlay, qris cepat, dan kontak 08xx-xxx-1005",public_post,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_05
demo_0239,comment,2025-06-06,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_10
demo_0240,comment,2025-10-03,komentar berulang menyebut waringin22[.]invalid dengan ajakan promo malam ini,public_post,promotional,,none,demo_anonymized_synthetic_public_signal,seed_22
demo_0241,comment,2026-03-04,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_09
demo_0242,image_ocr,2025-11-20,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @orion_review15 kanal orion15[.]invalid,manual_report,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_15
demo_0243,image_ocr,2026-02-08,"info maxwin qris cepat via admin @cendana_review03, cek domain cendana03[.]invalid mirror dahlia04[.]invalid admin @dahlia_review04",platform_export,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_03
demo_0244,bio_text,2026-03-05,"ocr tangkapan layar memuat rtp tinggi, saldo ewallet, dan kontak 08xx-xxx-1001",ocr_snapshot,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0245,comment,2025-05-24,caption berisi istilah scatter tapi juga membahas bahaya judi online,platform_export,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_03
demo_0246,public_report,2025-10-10,komentar berulang menyebut alpha01[.]invalid dengan ajakan claim bonus mirror dahlia04[.]invalid admin @dahlia_review04,platform_export,promotional,,none,demo_anonymized_synthetic_public_signal,seed_01
demo_0247,forum,2025-04-05,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @bravo_review02 kanal bravo02[.]invalid,manual_report,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_02
demo_0248,bio_text,2026-04-15,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_20
demo_0249,forum,2026-03-13,komentar berulang menyebut halimun08[.]invalid dengan ajakan link bio,public_post,promotional,,none,demo_anonymized_synthetic_public_signal,seed_08
demo_0250,comment,2025-08-31,diskusi sekolah tentang cara menjaga ruang digital produktif,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_03
demo_0251,public_report,2025-09-04,caption berisi istilah scatter tapi juga membahas bahaya judi online,platform_export,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_19
demo_0252,image_ocr,2025-11-15,"ocr tangkapan layar memuat scatter, qris cepat, dan kontak 08xx-xxx-1014",public_post,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_14
demo_0253,forum,2025-07-07,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_05
demo_0254,bio_text,2025-10-10,"info togel wd harian via admin @bravo_review02, cek domain bravo02[.]invalid",public_post,promotional,,none,demo_anonymized_synthetic_public_signal,seed_02
demo_0255,bio_text,2025-05-04,caption berisi istilah scatter tapi juga membahas bahaya judi online,ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_06
demo_0256,bio_text,2026-04-23,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_05
demo_0257,bio_text,2025-03-03,artikel edukasi dampak sosial ekonomi judi online bagi remaja,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_09
demo_0258,comment,2025-10-03,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_06
demo_0259,short_video,2026-01-04,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @tanjung_review19,public_post,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_19
demo_0260,comment,2025-08-07,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_21
demo_0261,forum,2025-09-11,artikel edukasi dampak sosial ekonomi judi online bagi remaja,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_05
demo_0262,image_ocr,2026-03-01,artikel edukasi dampak sosial ekonomi judi online bagi remaja,ocr_snapshot,benign,,none,demo_anonymized_synthetic_public_signal,seed_16
demo_0263,bio_text,2025-05-17,komentar berulang menyebut cendana03[.]invalid dengan ajakan link bio,ocr_snapshot,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_03
demo_0264,short_video,2025-07-22,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0265,public_report,2026-04-06,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_20
demo_0266,forum,2025-10-01,komentar berulang menyebut elang05[.]invalid dengan ajakan promo malam ini mirror intan09[.]invalid admin @intan_review09,platform_export,promotional,,none,demo_anonymized_synthetic_public_signal,seed_05
demo_0267,forum,2025-01-17,artikel edukasi dampak sosial ekonomi judi online bagi remaja,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_21
demo_0268,short_video,2025-12-31,"info scatter qris cepat via admin @jayakarta_review10, cek domain jayakarta10[.]invalid",manual_report,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_10
demo_0269,forum,2025-03-06,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_07
demo_0270,forum,2026-03-06,"info slot deposit kecil via admin @dahlia_review04, cek domain dahlia04[.]invalid",manual_report,promotional,,none,demo_anonymized_synthetic_public_signal,seed_04
demo_0271,bio_text,2025-04-28,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_04
demo_0272,public_report,2026-01-07,caption berisi istilah scatter tapi juga membahas bahaya judi online,ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_02
demo_0273,short_video,2025-12-16,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_15
demo_0274,image_ocr,2025-01-31,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @merapi_review13 kanal merapi13[.]invalid,manual_report,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_13
demo_0275,forum,2026-03-06,kampanye literasi digital anti judi online untuk siswa dan keluarga,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_04
demo_0276,short_video,2025-03-03,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @purnama_review16,manual_report,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_16
demo_0277,public_report,2025-05-08,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,none,demo_anonymized_synthetic_public_signal,seed_19
demo_0278,short_video,2025-03-16,komentar berulang menyebut nusantara14[.]invalid dengan ajakan daftar vip,ocr_snapshot,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_14
demo_0279,comment,2026-04-14,caption berisi istilah scatter tapi juga membahas bahaya judi online,platform_export,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_03
demo_0280,public_report,2026-01-06,"parlay sedang ramai, pola malam ini dibagikan di @elang_review05, pembayaran QRIS-ELANG-05",platform_export,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0281,comment,2025-05-01,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @fajar_review06,platform_export,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_06
demo_0282,comment,2026-02-13,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @tanjung_review19,platform_export,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_19
demo_0283,public_report,2025-12-11,artikel edukasi dampak sosial ekonomi judi online bagi remaja,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_16
demo_0284,bio_text,2025-03-25,diskusi sekolah tentang cara menjaga ruang digital produktif,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_03
demo_0285,short_video,2025-11-21,"info togel wd harian via admin @orion_review15, cek domain orion15[.]invalid mirror tanjung19[.]invalid admin @tanjung_review19",ocr_snapshot,promotional,,none,demo_anonymized_synthetic_public_signal,seed_15
demo_0286,comment,2025-11-20,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_06
demo_0287,public_report,2025-12-19,"info togel wd harian via admin @nusantara_review14, cek domain nusantara14[.]invalid mirror orion15[.]invalid admin @orion_review15",platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_14
demo_0288,forum,2025-06-24,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @lintas_review12,ocr_snapshot,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_12
demo_0289,bio_text,2026-02-15,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @cendana_review03,public_post,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_03
demo_0290,short_video,2025-06-02,artikel edukasi dampak sosial ekonomi judi online bagi remaja contoh tautan disamarkan fajar06[.]invalid,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0291,comment,2025-05-03,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,none,demo_anonymized_synthetic_public_signal,seed_16
